filename,l1,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,l13,l14,l15,l16,l17,l18,l19,l20,l21,l22,l23,l24,l25,l26,l27,l28,l29,l30,l31,l32,embed_x,embed_y
1_0_tr_reg_000_0_0.obj,-0.14293863,0.16716808,-0.078691304,-0.29005584,0.2942807,-0.06968861,-0.3360728,0.22371191,-0.081355534,0.1355522,-0.055990364,0.051357348,0.08687855,0.17408125,-0.04327665,0.15827946,-0.24744584,-0.21650913,0.09334859,0.046092935,-0.37469593,-0.14151384,0.09685846,0.01685551,0.33176848,0.21365355,-0.06570987,-0.15650943,-0.047103796,0.14748554,-0.08998818,0.07532085,278.34753,186.43707
1_0_tr_reg_001_0_0.obj,0.05189935,0.24530192,0.07646415,-0.102988005,-0.2533355,-0.018471234,-0.01931353,0.02956656,-0.06377419,-0.04232617,-0.2486998,0.010867967,0.0071272547,-0.17534678,-0.04556247,-0.120188855,0.330377,0.20417415,0.14637312,-0.29182652,0.30787483,0.120756894,0.16391237,-0.22966875,0.09989015,-0.19133827,-0.3041833,-0.20969751,-0.2645457,0.15955791,0.026179003,-0.11891375,36.998962,181.41426
1_0_tr_reg_002_0_0.obj,0.083814956,0.07834108,-0.21572188,0.20187579,-0.15582088,0.022014055,0.024802089,0.19780268,0.14658493,-0.13564917,0.010996695,-0.27114996,-0.24098723,0.07382624,0.10799651,0.10270044,0.33691543,-0.1507428,-0.1966485,0.07070555,0.14552873,0.21731202,-0.06423397,-0.16362005,-0.48699757,-0.017346665,-0.13406475,0.058724765,0.066751406,-0.30270183,-0.025409982,-0.03082284,152.85294,164.78934
1_0_tr_reg_003_0_0.obj,-0.2877674,-0.23346773,0.0844827,0.10525884,0.12817284,0.17401876,-0.112055235,-0.05786601,0.18783309,0.0020648239,-0.42189038,-0.068122774,-0.012761791,-0.12119698,-0.2258985,-0.097135514,-0.06319141,0.19920214,-0.21577218,0.17566283,0.014804224,0.23266678,0.086666964,0.039369013,-0.13254127,0.38184193,-0.18184221,-0.2399631,0.20630656,0.02273819,0.05232042,0.06538757,40.47766,87.490845
1_0_tr_reg_004_0_0.obj,0.2419545,0.18600489,0.2674698,0.41235766,-0.15385683,-0.06605757,0.077026375,-0.24358785,-0.12943828,0.13922232,0.09962056,-0.1329746,0.27165714,-0.011984704,0.25319344,0.25265914,-0.038729277,0.011146926,-0.1577687,-0.07035182,0.047864743,-0.039852973,-0.08078863,-0.037156492,-0.11252517,-0.015630046,-0.04049925,0.3907325,-0.091535866,0.020754347,0.2879721,-0.06435971,230.88383,92.39348
1_0_tr_reg_005_0_0.obj,-0.1570134,-0.17308582,0.06220413,0.0062361844,-0.10759648,-0.2031006,-0.17564388,0.010833984,0.080480814,-0.030789865,0.23281975,0.07943983,-0.13268624,0.2957485,0.07052099,0.1828764,-0.0061770882,-0.18074456,-0.080178395,-0.036557365,0.16479406,0.0018210241,-0.042531133,-0.45089227,0.29626372,-0.27876404,-0.1830417,0.39051297,0.023802744,-0.076132864,-0.11953289,-0.03704155,198.9927,200.15509
1_0_tr_reg_006_0_0.obj,-0.24033493,-0.118232355,0.013713544,-0.15208985,0.30997363,0.08967582,-0.20611492,-0.18585019,-0.02482392,0.04464635,0.13497816,0.30535933,-0.067696206,-0.26265174,-0.006165102,-0.021796415,0.3488626,-0.07438679,0.17906,0.25451347,-0.06734838,0.19210309,-0.063649416,-0.17710535,-0.125821,-0.07483845,0.1591842,0.092053756,-0.08069135,-0.020737551,0.36190572,-0.2038133,92.381775,27.109673
1_0_tr_reg_007_0_0.obj,0.17384078,-0.096819505,0.04330081,0.24763477,0.10209821,0.0808496,-0.08338885,-0.12347149,-0.077958256,-0.098299235,0.13572028,-0.13881485,-0.13896853,0.45007762,-0.27397808,-0.50243795,0.18973857,0.0125031965,0.111143224,0.057401333,0.08749311,-0.14226942,0.21977663,-0.11068072,0.04395347,-0.08574122,-0.0028321836,-0.08614349,0.14082237,-0.0046792305,-0.27333367,-0.060821254,120.26543,203.5655
1_0_tr_reg_008_0_0.obj,-0.034824815,-0.23538412,-0.18454932,0.13262045,-0.18092543,-0.26742724,0.0655498,-0.32021844,0.08893046,-0.266138,0.12114712,0.032544535,0.20277803,-0.103518136,-0.042871922,-0.040310703,-0.22013725,-0.16190597,0.030907622,0.09946792,-0.09413751,0.22996417,0.263059,-0.08129227,0.24056055,-0.30036584,0.10299292,-0.038621403,0.064102,0.07211776,-0.04098135,0.36962235,188.68814,19.944885
1_0_tr_reg_009_0_0.obj,0.09039108,-0.35635242,0.1459292,0.027846755,0.06023435,0.118156396,-0.0057248115,-0.20796303,0.3514868,0.21896017,0.10369274,-0.13652076,-0.08011557,0.24285588,-0.04354572,-0.18223366,0.08544857,0.30233133,-0.047354758,0.22158295,0.27226457,-0.25241905,-0.03773023,-0.1920273,0.073324546,0.0821058,-0.041958455,0.18414614,-0.08912247,-0.057081483,-0.0859048,-0.29658768,107.8161,139.70871
1_tr_reg_000_0.obj,-0.12517738,0.055267874,-0.074169666,-0.2051665,0.2457121,-0.1783914,-0.39120734,0.0987715,0.028125089,0.22569756,-0.023516014,0.05227812,0.18459637,0.20300485,0.028868329,0.2156107,-0.27332747,-0.25717306,0.044661142,0.09004927,-0.30296725,-0.16873576,0.11527852,-0.14077745,0.31668827,0.08857612,-0.17975433,0.0297114,-0.100052215,0.21052659,-0.032791298,0.0019108305,273.03467,198.71346
1_tr_reg_001_0.obj,0.06349479,0.25345054,-0.040121656,-0.23893122,-0.19638671,-0.07516494,-0.026537595,0.048971742,0.020303,0.0073329103,-0.23408984,-0.052025896,0.081886634,-0.12811495,-0.045907907,-0.13498521,0.19739221,0.15508957,0.19905452,-0.21456085,0.17700137,0.03162164,0.26993558,-0.15334612,0.21963446,-0.1749461,-0.2612314,-0.3537155,-0.34463796,0.19642948,-0.10702474,-0.07677185,27.83593,189.36491
1_tr_reg_002_0.obj,0.057005703,0.0147159835,-0.2807549,0.17306611,-0.04062268,-0.029628111,-0.055929318,0.18262672,0.16408715,-0.024706425,0.09630916,-0.32712212,-0.17596239,0.21631716,0.08976297,0.108004,0.3044165,-0.27451882,-0.15596917,0.19042234,0.0031660765,0.18205032,-0.0049516354,-0.27387443,-0.35442314,-0.051671878,-0.13455084,0.20443003,0.05204726,-0.27558997,-0.04243219,-0.044842392,163.33887,161.8561
1_tr_reg_003_0.obj,-0.3618957,-0.2688497,0.09749438,0.11930873,0.094338715,0.16996135,-0.13875009,-0.16671786,0.20863311,-0.020236555,-0.23124917,-0.1853045,0.04569035,-0.0898561,-0.17584261,-0.07591265,0.047086034,0.21741046,-0.17177247,0.2589234,-0.098704584,0.33783662,0.22231416,-0.14964317,0.06706861,0.33283773,-0.042416506,-0.10659477,0.13971065,-0.05372564,0.09633752,0.087923974,53.638924,82.26386
1_tr_reg_004_0.obj,0.3389881,0.054490555,0.28810215,0.1544812,-0.018196596,0.13720955,-0.21907073,-0.08564452,-0.2727155,0.06856263,0.06247034,0.12483007,0.14312766,0.04642578,-0.044965718,0.06020905,-0.21390171,0.17802833,0.11006309,-0.18508406,-0.09339416,-0.27258402,-0.15247986,0.0744858,0.3051885,0.29049045,0.19827747,0.14481004,-0.04752934,0.16852686,0.26047987,0.044258017,268.83878,99.21893
1_tr_reg_005_0.obj,-0.09279154,-0.1501854,0.0022083588,0.010404325,-0.024013441,-0.15943561,-0.28685054,0.18912072,0.13870323,0.06629522,-0.073135704,0.21767814,-0.09981959,0.23522909,0.006605941,0.15585056,-0.23941156,-0.21043058,-0.18493813,-0.14446452,0.24165976,-0.1670913,-0.20959267,-0.2273671,-0.05447932,-0.1217182,-0.41762832,0.24916348,0.12711309,0.15660226,-0.12571156,-0.09643212,214.5216,219.63495
1_tr_reg_006_0.obj,-0.28073004,-0.0982432,0.0113423765,-0.12539284,0.32543698,0.04197573,-0.17726015,-0.23603402,-0.045358308,-0.0030897467,0.14679727,0.31722745,-0.018359464,-0.28628612,0.004406796,-0.033658817,0.30008042,-0.12661459,0.18895428,0.2657072,-0.08713184,0.23636931,-0.029078273,-0.13499849,-0.09736362,-0.1484421,0.15661256,0.052419532,-0.07474476,-0.0055855704,0.33801633,-0.14001644,93.03345,20.532532
1_tr_reg_007_0.obj,0.041044075,-0.042569187,0.18753183,0.21371935,0.38497296,-0.0044366904,-0.40845665,-0.23777838,-0.109993435,0.08056692,0.10661092,0.05094552,-0.10233223,0.4431492,-0.08011113,-0.11201983,0.1405534,-0.145429,0.09568592,0.24369517,0.10314984,-0.12745641,0.060274176,-0.24626347,0.13900252,0.017325036,-0.109183684,-0.0071911286,-0.025790611,-0.06140773,-0.048018266,-0.21619743,148.39705,226.85684
1_tr_reg_008_0.obj,0.08493511,-0.19041325,-0.17148663,0.28717354,-0.1262934,-0.22818397,0.046568118,-0.2249612,-0.11101026,-0.18765433,-0.083890505,0.07762611,0.2604595,-0.14371799,-0.15304735,-0.11832358,-0.18513465,-0.24396382,0.045819875,-0.0018418735,-0.07538522,0.25644934,0.12757161,0.02228577,-0.046466414,-0.29493058,-0.08494454,0.04770804,0.2243979,0.21375607,0.109981954,0.38268298,195.37846,38.05742
1_tr_reg_009_0.obj,0.15348345,-0.30395237,-0.021414477,-0.118958145,0.037019894,0.08221406,0.04266535,-0.16699407,0.4462191,0.286543,0.1475711,-0.24254891,0.031127969,0.14320065,0.034419876,-0.12123293,0.08366308,0.26789606,0.004087555,0.29510307,0.100598015,-0.25992396,0.025031216,-0.1678053,0.059653018,0.096701264,0.046124373,0.16666631,-0.20797431,-0.045157705,-0.05204875,-0.26319918,104.714264,133.26921
2_0_tr_reg_000_0_0.obj,-0.047338087,0.10452697,-0.19821051,-0.1957303,0.32988086,-0.054330993,-0.33766252,0.25697327,0.0013972374,0.21614571,-0.072676644,-0.027046382,0.10916357,0.15794662,0.0005133587,0.20673585,-0.2372598,-0.30652276,0.017847555,0.15180892,-0.43479365,-0.14488597,-0.0048157237,0.037994154,0.042474315,0.2703125,-0.079159655,-0.0052515026,0.009376966,0.122152865,0.026101736,0.055663943,265.48846,187.46907
2_0_tr_reg_001_0_0.obj,0.23057905,0.3521973,-0.15497307,-0.17039004,-0.25944328,0.05980115,-0.011846972,0.18149774,0.036647838,0.10274673,-0.20455305,-0.36919963,0.11475674,-0.108463466,0.047127496,0.002430048,0.31191236,0.16749403,0.10619572,-0.12932348,-0.062771074,0.08200126,0.24692652,-0.18424231,0.035965342,0.10452332,-0.11598195,-0.18297444,-0.34890428,0.030371707,0.04355606,-0.07700448,46.337303,202.7975
2_0_tr_reg_002_0_0.obj,-0.028661886,0.13542952,-0.2216102,0.05127454,0.14823307,0.10521809,0.07483445,0.24691084,0.043410808,0.04530796,0.22729374,-0.36421558,-0.038647346,0.116663665,0.14333953,0.16634457,0.1003324,-0.27660277,-0.101049624,0.2212971,-0.3638122,0.12913473,-0.12483902,0.060245603,-0.22612157,0.10665868,0.16519082,0.27178684,0.06952849,-0.27775505,0.0465931,0.12684643,180.03932,140.15047
2_0_tr_reg_003_0_0.obj,-0.24766281,-0.08845123,0.2959894,-0.0027925693,-0.15258248,0.09319878,0.35797453,0.08263814,-0.04659002,0.039306927,-0.3391087,0.08388702,-0.1560187,-0.24116275,-0.12638326,0.11080877,-0.07398263,0.30270824,-0.23853147,-0.13098377,0.12713593,0.045357812,-0.09410135,0.32499725,0.03620598,0.29562563,0.019783542,-0.09567214,0.12831599,-0.13596809,-0.029187178,-0.043205455,34.331566,119.27501
2_0_tr_reg_004_0_0.obj,0.2771477,0.13957025,0.31860656,0.15275893,-0.08419109,0.11439026,-0.11905517,-0.10875686,-0.290574,0.024450388,0.16938758,0.058587216,0.13723306,0.0011233526,0.08372283,0.18746269,-0.15974262,0.18700248,0.07533662,-0.18606247,-0.11754934,-0.18550923,-0.13174197,0.07109929,0.33196586,0.25587973,0.29382715,0.17130214,-0.09762405,0.03392121,0.27638045,0.06855651,262.90573,106.05273
2_0_tr_reg_005_0_0.obj,-0.24964514,-0.16941045,0.064426035,-0.13557866,-0.013847569,-0.15691726,-0.22501314,0.15339257,0.060890134,-0.034269005,0.1452645,0.23359144,-0.14946921,0.28485334,0.0077251145,0.16625023,-0.22895552,-0.19046046,-0.08669745,-0.13648486,0.14494738,-0.09319077,-0.14689763,-0.29036197,0.30899101,-0.21235634,-0.22382899,0.27270493,0.11563924,0.052000884,-0.20982546,0.013237303,211.39058,199.79413
2_0_tr_reg_006_0_0.obj,-0.21647285,-0.13725317,0.07352813,-0.14545059,0.18782403,-0.006494774,-0.19257022,-0.20002685,-0.09516952,-0.014222617,0.1782836,0.45114163,-0.064661734,-0.27814502,0.00937676,0.0048361425,0.28711244,-0.08800108,0.18987529,0.08864073,0.057726443,0.14530244,-0.10146169,-0.20448767,-0.05374769,-0.2412004,0.10813868,0.14710364,-0.07108204,0.05202679,0.34251025,-0.19743197,104.00981,17.99955
2_0_tr_reg_007_0_0.obj,0.19016902,0.0033441728,0.029248687,0.3141818,0.2125024,-0.00237679,-0.093979314,-0.18878661,-0.15015663,-0.107926294,0.12296326,-0.090362966,-0.16573015,0.47591382,-0.15222336,-0.37199542,0.17017256,-0.1168369,0.10097715,0.1471188,0.16349214,-0.102410816,0.14956014,-0.067318894,-0.063249834,-0.13006198,-0.030054927,-0.17295672,0.10932639,-0.13016728,-0.27416942,-0.08522742,126.04911,215.40828
2_0_tr_reg_008_0_0.obj,0.23387198,-0.1380901,-0.14796683,0.21757224,-0.13453473,-0.012002523,0.10075399,0.09216341,-0.18513241,0.018018799,-0.10280881,-0.042838626,0.21059072,-0.10356623,-0.19587082,-0.11183392,-0.11904841,-0.17922153,0.0052780565,-0.1316993,-0.18233958,0.13149206,-0.14821081,0.0875534,-0.22568595,-0.06801268,-0.068275355,0.3885204,0.311068,0.22628583,0.25425178,0.31551,199.96681,59.732796
2_0_tr_reg_009_0_0.obj,0.13286233,-0.12801051,-0.21286735,-0.20483953,0.024072487,-0.1352685,0.43647346,-0.11412506,0.28435037,0.19155128,0.026088163,-0.07471203,0.12614872,-0.07076864,0.2180067,0.0006331505,-0.23211564,0.017849414,-0.01563756,0.19432583,0.048371617,-0.2612169,-0.032920018,0.33829835,-0.19568484,-0.1400866,0.114879705,-0.08519353,-0.14820765,-0.022917477,-0.23516595,-0.17189302,129.02657,105.527596
2_1_0_tr_reg_000_0_0_0.obj,0.021337617,0.04787949,-0.22052102,-0.10606161,0.23161747,-0.13339901,-0.36286473,0.23821613,0.12057899,0.2766696,-0.1662485,-0.019033786,0.12488613,0.18370993,0.039330922,0.22586675,-0.24859977,-0.31496558,-0.0748168,0.11196682,-0.24813645,-0.1984352,-0.025601711,-0.05952868,-0.114056125,0.18323712,-0.28674954,0.06651613,-0.009707275,0.18950397,0.011561928,-0.053465802,259.50952,207.49747
2_1_0_tr_reg_001_0_0_0.obj,0.04819829,0.23449042,0.122252226,-0.028332483,-0.25097594,0.010005615,-0.010651033,0.0071522873,-0.106335655,-0.089667745,-0.22121884,0.031285778,-0.041832715,-0.17650856,-0.045054838,-0.12686782,0.3848491,0.2086064,0.12730321,-0.2958587,0.35592157,0.16489384,0.11441582,-0.23480122,0.027155243,-0.19675866,-0.28977636,-0.17388861,-0.20709477,0.10997936,0.066359386,-0.11354084,41.52407,178.49078
2_1_0_tr_reg_002_0_0_0.obj,0.08721607,0.033114236,-0.24833462,0.18720971,-0.104713224,-0.028455295,-0.10407132,0.20779166,0.2052946,-0.07780186,-0.034119345,-0.21763188,-0.224788,0.13529678,0.10681622,0.13646096,0.25815114,-0.20707399,-0.21096031,0.09412775,0.1678611,0.15061675,-0.07306242,-0.23229532,-0.48327175,-0.013054657,-0.23952003,0.07422623,0.05805636,-0.23208994,-0.035829466,-0.070951894,154.78741,165.57622
2_1_0_tr_reg_003_0_0_0.obj,-0.25471747,-0.20747225,0.07643815,0.11313587,0.12166568,0.1716984,-0.03170243,-0.044906847,0.18247111,0.00953825,-0.43302915,-0.077572785,-0.00827955,-0.1485639,-0.1994673,-0.078598626,-0.11872527,0.19971175,-0.23139673,0.1714847,-0.0059304344,0.19505782,0.053234305,0.15301053,-0.17605452,0.3976696,-0.13833162,-0.2641773,0.20654956,-0.0028958719,0.038104698,0.08751352,37.064224,89.4057
2_1_0_tr_reg_004_0_0_0.obj,0.22820465,0.14380336,0.25003448,0.45616925,-0.14232142,-0.07529487,0.08662429,-0.3223193,-0.07236341,0.1395143,0.057667956,-0.2028732,0.2758985,-0.009253729,0.22827055,0.18462263,0.05413375,0.02786227,-0.15735008,0.014934899,0.10767375,0.036185905,-0.00042109517,-0.093495235,-0.14846776,-0.05177939,-0.09757687,0.3325007,-0.11184422,-0.0065215,0.2685281,-0.08911084,226.68051,92.520424
2_1_0_tr_reg_005_0_0_0.obj,-0.18636598,-0.19721588,0.11315343,-0.003940257,-0.088584006,-0.20087028,-0.19495003,-0.02314388,0.06300007,-0.04156281,0.19933622,0.1369174,-0.13799404,0.29103413,0.044385415,0.17830403,-0.055697326,-0.14914614,-0.07528648,-0.04475131,0.19400556,-0.008071508,-0.043986894,-0.43150052,0.35853246,-0.2580793,-0.18512629,0.335297,0.032793194,-0.059528,-0.13674329,-0.03348855,200.78886,199.78317
2_1_0_tr_reg_006_0_0_0.obj,-0.23114473,-0.046859395,-0.015034641,-0.219795,0.25831002,0.077949904,-0.15215975,-0.10104143,-0.041115887,0.010560766,0.23423022,0.3649849,-0.086284086,-0.2797592,0.037417106,-0.043801274,0.33780494,-0.097296834,0.2046427,0.12755081,-0.068396345,0.10458778,-0.101750396,-0.13923785,-0.16274369,-0.19876695,0.19055374,0.13496555,-0.094858065,0.035788998,0.32247275,-0.22112906,103.431076,26.692795
2_1_0_tr_reg_007_0_0_0.obj,0.1451837,-0.15775351,0.05192528,0.21169497,-0.01421831,0.16226242,-0.030916207,-0.03791333,-0.0521159,-0.084952556,0.15508474,-0.14326152,-0.16058637,0.3752205,-0.32219929,-0.53838766,0.24524033,0.11918715,0.08420149,-0.034080945,0.046996813,-0.13638078,0.21297106,-0.14292145,0.036992293,-0.047888454,0.057493143,0.045239676,0.18598552,0.026532667,-0.21199684,-0.06631225,114.09993,194.186
2_1_0_tr_reg_008_0_0_0.obj,0.06767085,-0.16715103,-0.2270186,0.2778836,-0.09575592,-0.22458641,0.09116523,-0.20894858,-0.09872813,-0.17795505,-0.054925133,0.0021225475,0.26762208,-0.11722426,-0.123106495,-0.11985127,-0.18431166,-0.27988148,0.0347553,0.056254517,-0.14139605,0.27298382,0.15108955,0.05685144,-0.07447368,-0.2911171,-0.039074086,0.036133688,0.22676593,0.1528775,0.06638499,0.39780298,195.76889,37.067154
2_1_0_tr_reg_009_0_0_0.obj,0.08797284,-0.26845044,0.13386565,0.029424725,0.10142521,0.04104002,0.15135208,-0.20871179,0.3084824,0.18995279,-0.011480172,0.022227993,-0.093865864,0.1519809,0.12624998,-0.051346865,-0.10645079,0.24895349,-0.124751,0.15880115,0.42300668,-0.31897682,-0.2151526,0.049584046,-0.14056517,0.0030307558,-0.10201878,0.08117122,-0.075520575,-0.06309689,-0.13475372,-0.36398923,121.53457,132.82343
2_1_tr_reg_000_0_0.obj,0.0031786524,0.0137960585,-0.21353401,-0.040252537,0.15156284,-0.17564295,-0.40025613,0.17863712,0.2036137,0.2594064,-0.12538385,-0.046653323,0.13075905,0.19021238,0.0789482,0.23200877,-0.17074832,-0.32143998,-0.11025174,0.11619282,-0.14718975,-0.13907324,0.01137928,-0.21186377,-0.12741096,0.074164346,-0.36693338,0.14654315,-0.053600725,0.18357275,0.026276309,-0.085959785,252.70966,210.45743
2_1_tr_reg_001_0_0.obj,0.10589006,0.26250622,-0.075228706,-0.18628295,-0.22065768,-0.071329474,-0.016552353,0.037250374,0.026663788,0.014472036,-0.2802263,-0.11191252,0.10863107,-0.15693131,-0.03358994,-0.1167165,0.22942035,0.15234269,0.1749125,-0.1868522,0.16599871,0.08547838,0.2848676,-0.1633057,0.14123906,-0.14404672,-0.27803296,-0.35021642,-0.34189808,0.17679389,-0.058347616,-0.06848253,31.037529,190.3355
2_1_tr_reg_002_0_0.obj,0.07244224,0.07595041,-0.22550076,0.1865363,-0.13853703,0.021280937,0.011017071,0.20638119,0.14242443,-0.10302018,0.03861711,-0.302229,-0.2312701,0.103569515,0.10243357,0.10954615,0.36846793,-0.17167035,-0.18165937,0.09413105,0.09698692,0.21913983,-0.042197842,-0.20774555,-0.44042382,-0.018110314,-0.12628552,0.11536954,0.050594155,-0.30412853,-0.014713057,-0.047359783,155.20224,164.02118
2_1_tr_reg_003_0_0.obj,-0.33917117,-0.2668987,0.105393685,0.110261135,0.14175257,0.13347189,-0.24393038,-0.22160816,0.19552417,0.019923832,-0.10914922,-0.1632024,0.059654925,-0.01984849,-0.13066293,-0.053742815,0.13575202,0.1737072,-0.10477603,0.30031413,-0.10687032,0.31097463,0.2588884,-0.30866086,0.15483324,0.25944647,-0.041845758,0.0045453818,0.061860077,-0.035403006,0.15610206,0.012521774,62.059143,80.30563
2_1_tr_reg_004_0_0.obj,0.3031864,0.030481534,0.32177407,0.26053637,-0.06355265,0.054220308,-0.19383577,-0.18065034,-0.19949794,0.11952382,0.09895882,0.12105704,0.2187799,0.01720367,0.069445536,0.15808237,-0.20471242,0.119180985,0.009796821,-0.161874,-0.020276476,-0.23243158,-0.17966613,-0.019711131,0.17421687,0.1698793,0.09198925,0.3338437,-0.057723876,0.18745194,0.33847433,-0.01911587,257.51035,92.14188
2_1_tr_reg_005_0_0.obj,-0.06738395,-0.11916455,-0.059125144,0.010747637,-0.0362129,-0.15365085,-0.25155583,0.23892637,0.15262337,0.045237478,-0.08162022,0.20157035,-0.124506176,0.20096757,0.03496488,0.16829588,-0.21473353,-0.23708557,-0.19834118,-0.1467559,0.25015825,-0.14968678,-0.24604112,-0.18450586,-0.17506652,-0.13001141,-0.41687497,0.22786447,0.13877285,0.12551329,-0.122400515,-0.09100093,215.72733,222.44577
2_1_tr_reg_006_0_0.obj,-0.24427675,-0.06682594,-0.026992396,-0.19114405,0.2977711,0.07166497,-0.17537792,-0.1354662,-0.031805307,0.0026548454,0.21526879,0.3316705,-0.09375328,-0.25502378,0.020475708,-0.037325438,0.34759563,-0.1274133,0.19566257,0.20790726,-0.08371346,0.15582667,-0.07826787,-0.15672548,-0.1474705,-0.16086794,0.19131643,0.10452433,-0.08539624,-0.0112431245,0.31577644,-0.19962704,98.287186,25.311417
2_1_tr_reg_007_0_0.obj,0.10336906,-0.0039061205,0.20640564,0.24248926,0.43639997,0.014471408,-0.3571646,-0.29188323,-0.107354335,0.10504712,0.04166825,0.066488616,-0.09365333,0.39894488,0.008071365,-0.046891563,0.0798773,-0.09710452,0.06687335,0.28438377,0.17745078,-0.15783763,-0.028793734,-0.14106172,0.033614084,0.079171434,-0.10087688,-0.08070954,-0.05474203,-0.107292615,-0.016048959,-0.26159286,146.48506,231.23128
